"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Denmark","DNK","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","9412800000","10257732652.8689","11910839940.7135","16101661294.3218","18025070140.6094","21812502175.3507","24527047146.402","27560467750.5331","32969209008.813","38246340999.8099","38450291878.8481","33603897015.4701","32096754836.5417","31804264625.4784","31083367128.2081","32917877769.8086","46578544061.3027","56485095682.9379","58661071083.7109","56790511887.4997","68762725010.5032","69503478464.7854","76443398883.385","71302302626.5056","79546112002.0124","93525096387.2626","94130236087.3989","86667423726.2473","88746866045.8453","86751956652.6189","77259838428.3258","76973254193.3003","83844097939.1237","103039755908.739","119969454691.125","126389968150.211","134101029124.908","151684516046.072","167463564857.496","155736350239.699","153309121944.498","164825208845.113","157169243819.604","163869822656.976","166475108983.572","141994831967.067","145557636632.406","152544941887.281",
"Dominican Republic","DOM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","471500100","483100200","620500000","706700100","782100300","689800000","787700000","831100000","876500000","970200000","1138500000","1335200000","1513600000","1722100000","2281499900","2577799900","3197300000","3589499900","3699099900","4034400000","5109000200","5162999800","5985999900","6355999700","7735000100","4230326383.08809","5032196122.99005","4769581486.68331","4224707550.10225","5146590725.55205","5688933445.15736","8086437553.18143","9564567644.15775","10593424000","11561095238.0952","13039488372.093","14161426145.4836","14936603929.8566","15582619755.2864","15793787933.3321","17424758526.5018","18029204557.7082","19248932548.5296","15603969054.5952","16075652846.4371","26052242761.6555","27292357388.4823","31313973105.986","35491539772.8594","35929933614.7801","40131608765.951","44091035732.2215","45517857434.8493","45853027076.0929","46953625518.8723","48367750198.1057","50553660046.0089","52587166790.6574",
"Algeria","DZA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","1527128519.34373","1187766578.89407","954455316.994126","1718019586.7936","1887700546.89082","2014920297.34054","1936671041.70464","1917108606.26684","2171419051.67001","2347480018.63442","2621352676.67254","2811364837.357","3618725277.66627","4342153136.99737","5936989762.72484","7703214893.40153","8327164657.28421","10387579675.8947","12395629617.4891","14662757324.8904","17667752052.1173","19602390379.5357","20164627085.0573","21508519566.4885","27150137998.1539","30052905485.5006","36792853998.2986","38144330206.1856","35064582623.2502","34380339334.998","35264568240.6787","21907649239.4305","24853453540.0256","27440564664.8105","23640148760.6606","23024148549.1891","24752962402.9663","24785554617.2908","26501982308.1768","25095604890.7982","22776880148.8174","23929692417.2764","24965790531.1112","27473353350.9917","32900280672.1523","34841144118.9034","37105379275.8367","42772650013.5657","51612593136.253","51535479896.0458","55327168063.883","62357617957.1937","67207389444.903","72696219446.2784","77746369259.9809","68068894197.5184","68035412922.3313","85074666810.8459",
"East Asia & Pacific (excluding high income)","EAP","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","44223207223.4033","48500831443.8848","47489960618.2562","48389945745.848","51315813351.8298","55137462191.6849","59443871571.9681","63409676210.3401","65215526986.1268","69304243269.2977","72071322860.8311","75098284520.8369","86359537671.1097","107304136959.93","122471430645.069","135882813352.751","142788142758.779","159929704264.981","152831172837.076","174534729867.927","207682772131.938","232871887867.484","247993725231.489","250127106375.119","264028540668.713","287832959438.411","282788119600.196","266610356539.951","302838918177.507","340825239683.925","367097464226.993","391510004781.671","424437877226.139","450892395246.663","540528122492.42","676437665288.797","785228340360.547","797479068816.406","710180123470.186","807476049491.996","876053879593.065","920207703923.285","1020956300925.18","1121251941898.03","1249855298404.91","1414858751565.74","1643196562245.33","2013492817954.57","2476805449980.95","2667409477417.23","3162650327808.05","3890775357409.99","4389479814561.07","4842050962606.67","5259350907695.43","5561564787263.81","5777509632583.29","6148484390980.85",
"Early-demographic dividend","EAR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","112160990971.773","113100811174.333","115631484155.987","122254648275.909","139975827305.435","150849472876.813","145954071989.759","153075889870.89","163141520603.331","180772282873.779","189083603389.698","205274835185.559","223579358175.975","274871818942.597","357836476801.405","383083457789.178","403184448305.118","461461572772.372","527724073406.931","629328464334.788","773042527017.729","888088550035.804","866988140751.87","883394496252.503","901560319270.947","929836310140.371","957436207123.884","955652162264.236","1020615544671.18","1021761978994.88","1200291825545.09","1288676891493.18","1430169390348.23","1536865024967.89","1602963934349.56","1620358479119.88","1749935392755.94","1872132564536.37","1876122780156.27","1982809448224.23","2097287988184.76","2098818962207.46","2026698748801.55","2221260067641.05","2501335401787.23","2849363200117.68","3209439108598","3808847691943.22","4243811599800.81","4180035748055.33","4956073801379.25","5534628407202.59","5864475326713.35","6076536805730.01","6378701429848.01","6361788177997.29","6489961264462.53","6945837974485.94",
"East Asia & Pacific","EAS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","210601180696.361","234231913674.065","290607555644.61","378316297437.12","441238609481.368","497655279014.432","550071269207.585","651134432029.248","816409677024.236","893305133876.813","972798238660.716","1078389157444.68","1076044686909.99","1141677288229.93","1200231083891.54","1257708968571.06","1624834805379.52","1889680494957.16","2250439582432.77","2360130084365.3","2468494381099.18","2767320206415.37","3047819499801.4","3437760960273.55","3893796826473.83","4426491066941.49","4264734696648.06","4071199660488.27","3635814551637.96","4145022652298.34","4454603363812.93","4174199690055.66","4256387846368.14","4621687638909.64","5095607553926.57","5383663041613.32","5600394466716.13","6109052551402","6989363678155.9","7214888358512.12","8217889066422.12","9498715275853.97","10176018895289.1","10129267222456.4","10357623364471.6","10223877422513.3","10664303528649.9","",
"Europe & Central Asia (excluding high income)","ECA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","535694076688.632","448875937115.68","523569261943.873","489838960421.533","404553485393.478","443333413268.662","410854523357.475","451831708096.73","458390131404.265","487176272350.083","472514480672.101","394003888588.183","410364981079.767","402622783809.456","465494244426.998","589153451805.4","771757850696.111","961913539966.942","1147053930247.69","1478991608463.96","1777343772621.86","1504473080430.02","1735687252481.95","2088188334815.26","2231852449861.02","2430917091841.21","2268248892451.96","1738038157295.84","1668239998658.18","1848466919232.57",
"Europe & Central Asia","ECS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","579750199725.383","656188897379.954","787167302512.556","991904719472.346","1126801618679.65","1340487917075.1","1386282805435.53","1570059912357.38","1907411424431.87","2337708545758.53","2668609462324.27","2396904033402.07","2313302093557.5","2241001726909.15","2139656733142.85","2209569441876.54","2997816866801.4","3728699541608.24","4118117780070.55","4113733531094.42","5049130725961.04","5226718164637.63","5612060530038.01","5212990885505.73","5464978450160.66","6212525678287.52","6375068099337.96","6075380031931.77","6242946442590.15","6183045292463.23","5797347985729.31","5843662609996.35","6376993914015.76","7762201941806.48","9005908457892.72","9571918761804.46","10227611795119.4","11826157002124","12945879789837.5","11668133838000.6","11830065827178.6","12987246119219.3","12575268813351.6","13155234662659.8","13262565880116.1","11365896521255.1","11291384943755.3","11859516254280.6",
"Ecuador","ECU","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","792815546.481185","772909423.903859","772564021.301509","827717958.823013","938350489.486641","1611551513.33343","1678521616.1219","1826797693.74247","1996565073.4336","2268128249.9579","2127285735.69026","2071127815.8298","2251263165.51102","2624960300.96987","3657258143.26356","4774273595.79088","5518431315.23527","6222605868.34905","6849406331.41903","8312459660.66294","10203644218.8928","12864070520.8449","12755334397.0966","10926685816.1128","10709772836.707","10742359457.4295","9597169499.17112","9247222748.69682","8126762644.94148","8859022661.10283","9553836727.17354","10951392696.3482","11567676838.4192","13525682841.4207","16117491745.8729","17664731365.6828","17723025512.7564","19817376688.3442","20293185592.7964","12779283641.8209","11836164082.041","17739886000","20799900000","23267775000","25787308000","28435896000","30880890000","33201278000","37991263000","38913285000","44012105000","48657155000","53008272000","56941887000","60012296000","60991910000","59110843000","62586680000",
"Egypt, Arab Rep.","EGY","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","3407164919.17868","3568961795.81265","3801415524.10438","4164719626.16822","4556174334.14044","5030645566.44059","5449375159.39811","5839451913.1334","6136432541.68772","6629960731.35259","7189829022.35861","7817279046.67329","9079108928.2582","9366282443.9054","12462856714.2857","15848194861.1111","15659459054.0541","17146552093.5961","18291036088.475","20820253816.3836","23661396817.0872","24982226286.2488","28201098350.3535","24730266382.7371","27932672862.4535","30933153701.2113","26886007876.3709","30391478349.833","34513805522.2089","38701067615.6584","44795045709.2303","52034198113.2076","60530973451.3274","65053128689.4923","68062518431.1413","75737560546.015","73489384866.6304","64804080686.2972","60559715573.917","56505986905.1681","64170677680.9953","75884389844.9599","94460600539.5746","117745454545.455","143813012257.924","163231986067.774","178339673304.99","225490032529.819","233099618403.5","253403141361.257","274242073594.075","275457416350.254","204350598258.133",
"Euro area","EMU","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","362437876248.195","411118428293.963","496711209183.894","639728073131.526","725698001291.949","864534837192.088","900202292258.556","1026402018366.49","1242683017589.36","1513704787265.36","1715524638278.35","1508101241231.89","1461505028704.09","1421794775189.95","1355795214827.25","1391075637972.78","1927335340646.56","2396499627492.4","2605618235986.36","2663890558494.16","3322525742585.48","3457291202374.15","3836829859597.27","3518400109223.01","3700840247092.88","4243201013403.5","4317161122510.58","3927500622136.25","4024540739529.46","4013164439339.99","3661969912099.01","3712954699285.29","4015147549400.93","4974889951699.99","5678900712459.11","5912419235626.44","6224801279332.98","7077597021081.3","7807617505316.96","7273266806090.3","7097904154758.12","7619937115763.66","7089790190965.37","7357344286605.06","7450048464912.98","6360978864949.92","6493508199149.21","6823119926203.86",
"Eritrea","ERI","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","495952697.837802","436261760.881206","530665584.415584","545296875","636855601.176711","652036833.844915","601187098.439262","428050327.502883","506797028.571429","545755603.696008","611333223.481538","765627580.541725","1077404184.95014","1023745157.1132","1112583362.60163","1116425008.13008","1140436943.08943","1662473378.86179","1807450302.43902","2027246900.81301","","","","","","",
"Spain","ESP","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","26141116234.8467","29817854610.7784","37576512037.2767","49740795259.8515","62149156331.122","73447728695.6522","77449458592.39","85684629791.8949","102030986111.111","137527341844.323","151978655836.621","133329178590.737","128207338936.847","110708882250.58","109018979610.847","114013332485.323","156520219318.047","198498403314.917","231320479217.255","256144266900.914","328288535096.311","352657296877.502","389712976434.26","323834613413.518","326113003726.245","373560181478.516","387588335741.495","354550000000","368801648290.456","377885148092.904","355435784042.749","370629082774.049","412539055147.751","522620767494.357","619723118947.107","667434398706.629","724141262075.022","842923624418.286","927991797275.524","840991942206.168","819494254440.536","860305109186.353","785499198361.911","794628830696.993","807556293446.228","694647340786.022","713157022406.547","756975379949.4",
"Estonia","EST","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2162202699.12675","2234812784.48446","2328177340.67663","2713698660.42398","2903693868.34987","3230804205.13962","3242951554.51448","3110733345.61872","3420974039.92481","4087074408.96675","5458059394.76061","6733301242.23602","7688625046.63599","9267260569.56467","11867127155.7624","13081230994.5803","10490755348.708","10183238335.3296","11715102180.3461","11743430478.4316","12929224704.021","13424784352.1258","11718260949.5358","12315017697.6434","13291264905.2297",
"Ethiopia","ETH","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23144446011.1663","31384316099.6813","35005734129.5578","39047861935.9168","45927403188.557","48419275236.7014","51174450855.7108",
"European Union","EUU","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","491771667691.173","556715143340.304","666915070482.635","838017482799.585","945623075674.722","1123839261208.92","1158113662531.42","1311545490170.92","1592124491150.48","1955497275731.07","2252637271571.94","2015137315306.74","1942102496037.34","1877109127684.56","1791463654518.94","1849996726460.83","2520220766034.93","3127365061740.95","3469329194226.31","3535733424165.28","4360438409718.92","4546189473504.41","4990625850196.83","4571704768568.76","4837922574016.15","5508650588767.29","5664328312229.42","5363832140924.46","5549263001338.6","5560730398779.2","5177321376533.4","5229630119924.3","5677181633245.96","6898745026005.71","7939373508235.37","8315505063489.71","8789587900265.86","10050607638070.3","10843636052737.9","9824857374398.81","9716574806628.5","10454696008887.8","9905683085043.54","10274035625721.6","10546927002499.9","9216150490515.4","9221604923237.93","9613985780931.18",
"Fragile and conflict affected situations","FCS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145380478599.212","153103932732.138","177533741864.293","206978338296.448","237960083936.54","285168353268.905","337867299882.98","378993740525.081","415820569122.908","452540911130.26","510549198394.104","565070342332.155","601681898680.855","585440379033.808","570192098416.437","621415430433.267",
"Finland","FIN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","6170907701.01925","6724173202.61438","7974328219.09951","10283235101.9138","12677767291.6338","15568292225.6344","16993258655.1777","18015518223.4027","19487549025.2708","23447172950.6946","27824354478.8014","27160374758.8867","27853706673.2453","26796541417.5918","27381282152.7503","29086722947.0453","38345062162.7962","47753280129.8526","55383084577.1144","59800471109.8794","70777484061.5767","67929716218.2032","60761879479.6921","48051420838.9716","54272054638.5885","68366013071.8954","68068858400.2071","63519642652.6171","65740987983.9786","66017472831.8773","60013819789.9392","61540044742.7293","67514586862.4129","85243792325.0564","97480754904.3953","101823156323.84","108305106009.284","124626334519.573","140764611102.973","132275632120.033","131850427895.239","147035834477.228","140188740858.121","147746987200.065","150763388653.746","128558584710.343","131706165301.287","137499836149.341",
"Fiji","FJI","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","78453595.2650799","90039037.904546","91676111.3209923","81475884.6492885","88276035.7637577","113713638.080846","110593860.090589","114633843.093373","112790564.525364","125800548.94785","142840765.791585","172220273.588215","218734852.157053","329010324.8552","415094339.622642","465385205.012775","483123315.138688","461085785.916721","541096008.502598","621754337.680986","716748410.757946","772408261.174819","734126984.126984","735693117.010816","733512100.498799","726421723.300971","803248389.089946","771766219.149449","764175277.913724","858693453.785478","974204875.4136","998915695.310382","1050299401.1976","1056362692.95628","1157571204.15272","1173504942.04651","1249127057.64983","1230518805.84609","894050734.85001","968927701.056052","959128065.395095","921022577.527892","972380995.930312","1182825192.53086","1338141950.37507","2199646658.78179","2452619165.89649","2633801403.46519","2893199221.93637","","","2551416462.1905","2663780099.4469","2766753557.07614","2881000317.89764","2673960717.00992","2877739055.71204","",
"France","FRA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","80562182591.2366","90112465964.2477","110230169050.715","141551266941.662","154058919803.601","196848707358.115","203258672493.854","223281626103.236","274087209302.326","333283996299.722","383908723998.758","345938442969.222","330196626409.821","314432395214.735","297771522930.271","313161045408.089","432472772042.807","529574375204.627","566671071467.9","566736582356.57","700662570774.605","698822229973.259","772365551425.031","732410238591.615","766717863894.14","875966618478.118","885145531478.395","786507080242.751","811048476762.286","800253569145.536","733671457527.179","744953914988.814","806513269339.356","998357787810.384","1143621802830.89","1194580276085.06","1257522268222.31","1437985217629.35","1589523949025.93","1489776326757.43","1462834758499.08","1573272724876.64","1468558906208.59","1535851952522","1549002771314.27","1317759874351.15","1340416940155.16","1396436332291.78",
"Faroe Islands","FRO","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","568588825.2149","608210773.773688","558077965.137138","588624020.762243","654489720.952031","817584285.866084","947906060.656641","1023862328.86992","1114885316.47272","1288829288.90277","1372864400.46292","1286724244.0635","1206948667.34233","1385437815.48606","1299611566.68105","1357833449.06789","","","","",
"Micronesia, Fed. Sts.","FSM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","89400000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","118667321.770736","134734846.774997","143634768.792846","330208801.485144","381380265.28898","506735711.322565","495081629.200414","660209243.453386","871238087.041614","1027634544.46765","1118896712.63267","1032637176.76576","989329927.016904","1011635683.99235","1063721042.36421","1078878163.19092","1612158482.62932","1693637525.93937","1832812706.29658","2299313219.05254","2960720723.58842","2403422604.33899","2774987983.76074","2118311907.66987","1803136594.30477","2047468247.91986","2229200762.22885","1792770016.72522","2089555451.81827","1995162896.94105","1630607648.03548","1810157310.97343","1981573002.24021","2424539354.16069","2726129920.83058","2876795772.10451","3107989613.87871","3672284414.44306","4199577360.96469","4229686460.61946","4399760134.22792","5014558155.37501","5056146872.51666","5678892397.37673","6270238564.76846","5440193964.15079","5667362833.1418","5945253572.18569",
"United Kingdom","GBR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","86677534197.2642","98548581893.4047","114523932567.433","128598827290.544","141649460495.559","164911724115.044","155813128661.276","172711891679.749","218752689741.131","286649661584.075","365078441552.405","351385647909.968","334860541229.909","318993922843.717","301206964618.25","318293094455.852","403429338024.04","495086105409.381","609045443792.245","614673625654.45","728524746448.864","768930782186.949","806332083187.083","735666132123.575","790171325681.053","858800694334.859","910783151326.053","1020509168303.86","1087330241801.92","1119029283287.49","1102495082463.31","1091040737008.78","1186443345323.74","1353564081632.65","1591418894177.96","1661874545454.55","1757609935602.58","1999191676670.67","1900354779411.76","1575849820844.37","1600622774979.61","1709634971623.07","1749201906794.89","1802773283766.15","1975457418732.2","1892125207284.11","1744962006694.54","1724050863212.24",
"Georgia","GEO","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5220691257.6257","4172185430.46358","3133811526.09448","3052335398.59018","3491298742.49635","2744510776.10255","3259475573.89307","3581801387.28324","3039729909.12535","2272352442.5215","2767410026.29785","2558593342.98119","2642417361.20599","2886062497.0872","3753525406.92821","4292047387.87444","6097479892.15907","7406974378.92846","9973267306.14435","8797350014.96558","8746993547.66313","10706656685.4432","11567060316.1146","11538453589.0345","11726279379.283","9540177367.47015","9290716356.10766","9517626379.75692",
"Ghana","GHA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","886658934.664582","1033735061.26771","1061749561.57307","1173807562.7945","1259251788.72584","1587021442.29853","1682270743.33675","1349888245.05235","1209980673.64742","1462958804.76658","1647299458.4503","1870841366.18795","1580280263.38004","1849295774.64789","2263975155.2795","2060106382.97872","2190677966.1017","2467714285.71429","3100523560.20942","3341025641.02564","3729564315.3527","3682150948.71215","3623716153.12792","3684898507.82852","3908855185.90998","3782146343.2991","4761389668.47748","4336680272.10884","4411649705.42365","4440198309.72903","5018567482.78478","5488269021.73913","5556627002.28833","4743277349.76888","4019327405.85774","4935183486.23853","5182990825.68807","5748688476.5625","5941631920.41523","6615837959.48987","4199378968.61809","4425089627.25115","5098566506.81474","6217276534.37933","7150688604.78043","8688635109.78705","17085415275.5046","22875826240.3764","26881376878.722","23121561825.6672","30119993640.8106","33957234554.8353","35110905334.6698","43353238677.6521","31773151769.0875","31024986259.542","35789994168.4997","39984389049.7862",
"Gibraltar","GIB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1357653598.0084","1447184144.11618","1810508274.38229","1697970268.60708","1783609663.73826","2047708979.97082","2343197560.97561","2345646258.5034","2512332684.8249","2751118514.82752","2974613959.46215","2833490287.77504","2857229616.30346","2685512434.10883","2302743727.86756","2199136147.08902","2352709754.32897","2392952565.15214","2695294610.84707","2167641419.10401","3977655212.60521","5475646259.07312","6218872188.79218","6071905519.89237","5591939790.84216","5320582922.19323","5996507455.90643","7033314420.82495","6963897712.22793","7135796913.55474","7786590223.57187","7678856808.41892",
"Gambia, The","GMB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","94262320.1046664","122700628.086494","145207265.409871","151771063.33527","112669631.192845","131666302.686176","114719927.234139","72417064.2560197","178394386.091066","138173285.198556","156724598.552527","197101007.691849","214317738.277335","239681431.653763","569012687.361876","568939510.100386","672568002.282103","702464954.392703","657189516.255776","792575531.784592","664629105.311661","742982674.220857","710940842.993919","703655298.883293","558207105.155796","511842477.582866","425338255.551077","481624676.574504","543679280.080069","531625567.863976","689083269.677647","878727762.657486","789309565.9876","838027827.359703","776019367.649305","703682215.66164","744549074.465482","732276112.429013","849711527.348821","843123450.493353","919876506.055565",
"Guinea-Bissau","GNB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","60369865.5060086","63222899.9954841","75197199.9946288","79820000","91050164.4736842","89881610.718792","91594086.0150822","97705673.5877097","103890489.913545","104896253.782773","","108764545.454545","125379928.136566","127802402.041027","117325603.669906","150431246.87735","116651493.436445","141983569.416545","138782349.089332","185622088.009422","211958046.602072","221668915.88184","199431374.184912","203568710.986408","209608351.492332","240677826.248179","247976893.368988","235920303.342954","208081610.904484","202839550.358284","326931858.125053","340882455.287137","355673706.814549","395070676.666891","470808015.676393","525017292.988903","553701450.266509","630376847.718223","789676415.844118","800015635.989439","853458151.143146","952866541.262077","928029027.450756","974879508.339406","905322762.6589","893613008.211183","1026811692.82313","1137137007.2837",
"Equatorial Guinea","GNQ","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1148532786.53249","2028210134.40492","2561650045.44442","3168660576.37103","3456464111.72878","3815297298.27955","4341896692.93895","4508252353.30309","5665703181.92859","6037733483.00517","5132123706.25049","5373492648.93319","5717891991.0956",
"Greece","GRC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","8012815909.09091","8688713636.36364","9613870454.54546","11997530494.8216","14640700000","16605204038.2572","17688343283.5821","21529866790.0093","26376923005.5659","32118018399.264","34337373301.3589","32304297047.9705","33543947448.9796","31006523219.8142","28999113663.8452","28461170984.456","33859242940.6037","42144439355.8128","49096877972.6159","51738979018.0445","65181054815.1333","69811167507.9454","78968319628.173","74361868162.9013","79502347752.809","93067744815.414","99128462061.1552","95494903656.5581","96769902109.9966","95125495418.7087","87050726828.8189","90098984608.5011","101753432712.215","130780426297.968","153981759374.224","163925533018.281","175455875047.046","206490026142.896","238814963820.126","224837630452.904","207673976743.72","201121648968.463","171744510628.573","169755967372.548","166426230866.357","136380914216.347","134659062724.7","138941508357.967",
"Grenada","GRD","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","697238793.509115","859307973.494016","880104720.772399","917804533.530638","1034020978.37868","1127812322.2377","1100113786.86415","1081150761.89968","1177212360.53421","1104151920.58697","1124405747.55622","1179652561.24722","1002541654.89975","1054247924.35563","",
"Guatemala","GTM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","876000000","914200000","984700000","1066900000","1078100000","1093900000","1138800000","1200800000","1278400000","1378800000","1493300000","1588000000","1682000000","2033600000","2469900000","2874800100","3396000000","4126500100","4674900000","5431499800","6216999900","7022000100","7149000200","7501000200","7851700200","8028608782.6087","5865935844.74886","5995680160","6598855343.51145","7044495276.98864","6397617258.90588","7891452365.3284","8820430936.44838","9663761685.06228","11175508537.3487","12545945220.8034","13637989476.622","15469832132.1965","16487631161.6414","15511121010.6563","16186704825.3298","15600664978.4949","17289542024.6497","18522887530.2237","20494655785.566","23871263731.5134","26531133270.197","29773478594.6073","34938821942.0892","32422348832.9351","35588319247.4279","40656742107.0208","43305249183.0065","46597469707.7691","50411065983.808","54196536774.3115","58534322820.0371","65259039997.8225",
"Guam","GUM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217000000","2105000000","2235000000","2425000000","2444000000","2536000000","2753000000","2813000000","2816000000","2905000000","3153000000","3145000000","3195000000","3177000000","3255000000","",
"Guyana","GUY","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","116607361.60532","120807326.605612","117074024.38313","95199206.6732777","129323922.300648","138941176.470588","151176470.588235","152294117.647059","136550000","148350000","162850000","168150000","176809523.809524","198714285.714286","237272727.272727","234291666.666667","269480000","273080000","284760000","276800000","334120000","359107142.857143","320733333.333333","343500000","269921052.631579","271860441.860465","178116279.069767","186836744.897959","227800010","260110286.764706","287139243.037975","220599202.146691","205366956.834532","277452500.768049","380037808.387563","389580107.746479","409298985.042735","452413024.487188","463664565.935198","445118379.981798","471505079.756619","478415611.08003","475838699.289329","452141731.694573","463824734.314133","605513445.90369","1184679624.13388","1538245990.66849","1795089506.48052","1667727384.16279","1973538051.75711","2338171970.54174","2574571231.01924","2817908197.99196","2530772703.40597","2147854721.54964","2171355932.20339","2374058111.38015",
"High income","HIC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","1393108826661.89","1544955596671.5","1785066900198.13","2141428100520.53","2413645055030.67","2736412943248.31","2961696982136.71","3355995940137.14","3989855854421.44","4621127544307.01","5177745455780.61","5238275177201.32","5299911090277.18","5533148811688.86","5710112318850.22","6041337390694.98","7313293448101.68","8464118493017.1","9461672914690.63","9846776644360.28","11105881874062.2","11801554987477.6","12808984164988.5","12979175597282.5","13924863447909.1","15304895309171.6","15525082535948.9","15332863590477.9","15508135529412","16355738786479.8","16715592855809.3","16745733452167.9","17376198549412.9","19396191754521.8","21437227730977.3","22619697196603","23761747820392.5","25828541442011","27536371303901.1","26276909402821.7","27339144615189","29398171637777.7","29456958291696.4","29739067212432.7","30322130095014.7","28915451107797","29631840980458.2","",
