"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Senegal","SEN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","619418318.310602","658115271.093831","689088395.801218","708278583.392785","750681627.182615","739466190.648937","756985756.175553","741169970.516368","738533998.587036","699031769.429675","679802895.843064","715862329.017111","833571109.672115","999805821.457478","1034378092.74185","1457159920.84471","1547696837.62955","1569623924.15816","1820229595.14907","2237289983.24571","2561192041.73048","2280002371.8266","2315228513.26953","2157090365.71093","2105410095.78295","2274510345.38789","3302400738.76882","3806847881.42276","3901731345.69892","3897898408.91287","4527078842.72958","4479382119.68584","4822600038.61094","4709303807.77687","3168339855.9126","3879009917.89215","4063043309.93267","3645895953.77109","3937474532.3262","3897655401.47777","3558378915.42176","3806629742.50329","4265699410.11914","5270166060.47863","6227982214.70692","6758769605.7828","7404111956.79551","8910694784.19953","10962854884.43","10317711838.3212","10162059195.3721","11106223788.6407","10879729383.8073","11556246800.7046","11963135566.5174","10300193509.3415","10894053559.9857","11795972157.103",
"Singapore","SGP","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","630243041.944336","691591532.732262","720207761.662093","763426107.408859","734711877.695022","768456814.321181","839540049.653731","937181497.45198","1044557689.79485","1130831046.64837","1289559649.81053","1491016594.79943","1675418756.351","2275377777.77778","3157605599.41402","3384710082.48184","3683886475.77278","3799214829.20512","4209354759.36706","5027220756.37643","6007449645.91189","6793246777.50794","7357646613.33838","7774813084.11215","8598248935.16327","8588345600.30003","8674287532.38489","9873335170.3867","11824691358.0247","14009391771.0197","16180331231.0927","19738697539.7974","22667219152.8545","26508788216.3634","31802605735.2363","35996684069.4229","38986312056.7376","39987136314.6552","33719825525.8126","35648613569.3215","39812064965.1972","40617960596.0819","42444320339.551","43906669727.9302","47552242338.1848","49867339581.8313","54799232173.2016","64017450733.1962","73928899568.8741","72109865933.3104","83988632196.553","98941723644.4586","106659038169.161","111623111963.558","115006708231.395","111375618271.749","111516395222.584","115446737634.876",
"Solomon Islands","SLB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","624579622.80395","487976576.127585","417539943.366197","452769753.77783","467771883.289125","355974395.44808","249790165.070145","269883896.482157","306418411.931101","339864642.88061","","","","","","","","","","","",
"Sierra Leone","SLE","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","292116281.250657","286999885.200046","297359881.056048","302813974.457579","275760110.304044","292320116.928047","322320128.928052","322183094.353792","358649420.191763","367003045.292292","425618467.703379","527199559.30276","480033068.545343","550196249.454863","686984260.391198","832379348.515095","998571156.410745","1010697955.31015","1142776409.80099","873746240.711175","893284726.787386","785669434.628975","387658451.404425","502605870.236869","770960195.608046","729072250.179727","510004138.113278","601325504.276028","574229074.889868","664933920.704846","700102266.916652","813989671.610169","873930704.898447","810232297.503821","625076745.970837","631049772.752466","672950623.775154","1034306573.01815","1184999047.16532","1302283317.00669","1314721060.23026","1471731864.8423","1630849115.8338","1932622418.34327","2304188874.19874","2305030650.15581","1964559049.71924","2826997408.74225","3413534754.05001","5300793047.43537","5056833148.04287","4349026102.08826","3630911717.12308","",
"El Salvador","SLV","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","689720000","742000000","772160000","815880000","829520000","858120000","904080000","937640000","1071200100","1248000000","1353840000","1621240000","1902160100","2208080100","2387200000","2566839900","2641000000","2606949700","2718688200","2884884700","3086912300","2902126400","3206130100","3391746400","3625923200","4284142505.36042","4604729400","5101060300","5782446500","6579652700","7631606700","8313008100","8744363600","8926617600","9296460900","9934781900","10360492200","10614180400","11145162900","11811369800","12725999000","13946527100","15538998500","16602153800","15491613900","16097790200","17802523700","18614394500","19280825500","19649401700","19949726300","20334496400","20976591400",
"San Marino","SMR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8279070782.64723","8626791755.51837","8745436794.97762","8935895774.61073","10008203267.564",
"Serbia","SRB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12619435028.2486","15777374301.676","18254063562.4038","14172359133.8677","14562354757.1067","4952418947.56506","9398553659.41504","12155209066.0778","15575746630.2222","18830161661.077","19877595040.3065","23257448716.0776","30220982490.3556","37058074241.5677","33091939106.7851","30793596718.8523","35830676063.0218","31408797896.6345","34274497439.4925","33434850625.4716","27751397371.9665","27723330508.5736","29786981864.143",
"Sub-Saharan Africa (excluding high income)","SSA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","175031250906.026","165662905562.22","156002294817.661","149377353976.217","138418590609.688","154909770665.279","184163293948.345","192893228786.439","196006556614.442","202455269674.062","208072376774.268","210676157756.832","200438025897.087","192549917109.841","227307925033.673","235767669333.502","244916728372.081","238593975197.789","235527857647.944","238108629504.726","233054639540.076","253915687273.717","320115679356.545","391649244358.445","455634904479.97","507270855784.453","617419279818.097","672612785026.659","694110499690.82","874645773757.266","961398628420.639","998056820407.552","1140755054221.44","1190950423035.79","1146122406329.3","1089935234164.16","",
"South Sudan","SSD","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6943459350.9535","10476610169.4915","10587118644.0678","8201016949.15254","6987819714.71589","2049819398.98476","",
"Sub-Saharan Africa","SSF","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","175128271586.109","165764415287.66","156099430401.798","149460079431.113","138496560457.994","154990724077.473","184269163447.259","193017920950.12","196144467450.24","202676965537.677","208302017409.4","210934696867.83","200719342885.864","192807818529.165","227594634986.938","236006754162.471","245234777286.484","238938946700.117","235863209610.185","238363927270.544","233334218314.241","254133511720.194","320395842934.909","391992013741.011","456033673779.628","507714816600.249","617795942534.653","673161201131.386","694554991438.845","875123963743.896","961964903628.828","998664415190.925","1141359283991.92","1191690105583.6","1146839946191.73","1090617597560.65","",
"Small states","SST","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32921333797.5594","38058718942.5207","41102135601.5215","43575840168.7063","42974359008.9149","45030039943.3818","52246378895.45","55298181854.4462","57604479583.7697","59820618994.0892","61265310522.6666","61917366141.2661","62623642381.5398","67076413801.2714","78035860390.8604","91766204993.8119","105136894728.901","117312795954.801","137776694351.416","155745388784.879","146603372466.871","156066156814.763","170379107016.098","174648777740.553","185330719294.679","195780443321.16","190530840507.784","197399180832.752","",
"Sao Tome and Principe","STP","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","211500000","121500000","304500000","346500000","435000000","464500000","530000000","552000000","657000000","559650000","480500000","368500000","303850000","485900000","212940000","239270000","274660000","245813333.333333","274788235.294118","388273134.328358","442597737.556561","540131172.069825","595340250","699522500","553800232.558139","567001136.363636","535003073.394495","754674510.638298","996072087.658593","1106251426.48135","1193514807.62895","1198362576.08339","1081238615.66485","1418214936.24772","1423315118.39709","1569170248.41553","913402692.778458","1082121212.12121","1187878787.87879","1116363636.36364","1626799806.83115","1190568731.33609","1272887535.55832",
"Slovak Republic","SVK","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6730854748.60335","7152902336.50637","7583594643.55027","8939720426.32935","10373391624.1547","13158461437.9085","14536918884.6641","14621514670.8961","16217137263.676","16962795653.1004","16193124193.8456","17440689932.8859","19964101261.0578","26278182844.2438","32543564688.3536","35446178336.0279","39745479864.5088","47830524226.663","56709236853.6693","53544606835.232","51779273402.1568","56129974442.2777","53442028720.9021","55518385764.67","56184192758.8493","47957551402.016","48959253497.5371","52389668816.7057",
"Slovenia","SVN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9509684322.0339","7139546086.95652","7093911556.60377","7616840846.56085","8378474232.55814","12585215729.8827","12602457684.136","11929944927.9712","12622157963.0698","13067449307.8444","11522367628.0672","11639842349.4571","12957143541.1471","16359883026.7268","18674173019.432","19473819798.5325","20360063480.1154","24600568573.775","28465406913.7249","27478973881.6338","26907610926.2876","28730948854.972","26351925112.5393","26674617377.3315","27152641789.7341","23037202738.1501","23871891736.0311","25742596335.0164",
"Sweden","SWE","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","18685353243.6403","20316317427.1835","24067886128.8426","28958479564.0327","32488186759.472","39602258080.0539","43658000298.4458","46517529833.0953","51136018523.8464","59585623894.9406","67350942996.9737","62746971955.603","56238414478.0823","49979367492.2722","50611733987.7657","53338476121.2938","70871292675.0519","88065891489.4959","99443363085.912","101977813522.778","121336446002.568","131510753154.196","137594624763.9","105366677801.475","111285121824.78","125286052738.564","136926781986.281","125425480359.926","124999559742.89","126964804415.182","121691515138.286","111072891152.182","122641648950.92","153546492215.228","175018029909.238","178834620171.013","188213385378.548","216342102148.31","229294503193.701","202564347121.691","226796325922.829","260704350937.316","253140072612.377","270082077421.788","264718833194.744","223964036468.185","227721898818.324","237108667402.372",
"Eswatini","SWZ","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","19039619.2076158","23659526.8094638","23099538.0092398","25759484.8103038","30099398.0120398","36119277.6144477","52498950.0209996","56978860.4227915","49279014.4197116","63418731.6253675","61598768.0246395","74524608.5011186","74411343.8272408","87463976.945245","74466519.4996321","139012846.517917","138224471.021159","168813247.470101","176287948.482061","296032311.712996","368387262.455059","451220903.696942","419372812.672684","431114801.184813","389214058.157663","321970174.0969","318808533.916849","385450638.506876","431166703.320871","428008350.173485","896772658.756232","934838880.237569","1100403716.69004","1132243871.83646","1057223386.27915","1397859198.80897","1394985602.30735","1319487109.375","1227465947.9406","1236385956.29757","1321228508.02617","1160016110.85944","1068000654.60548","1582876915.14535","2066967521.20874","2409464846.75986","2467940220.03987","2573218298.46425","2488472062.17014","2708656100.64081","3607782098.56308","3845521422.37402","3813974543.23995","3484134198.50649","3281054649.99493","2928096395.45729","2773227559.48334","",
"Sint Maarten (Dutch part)","SXM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","26998672.3103251","25970174.6425779","28090749.570007","59627486.1329187","65128794.8224139","78813287.5812165","83112787.0351086","79643696.6708475","67092923.3245092","63341587.6281986","65114710.3063747","86267728.7687743","103054356.776468","115025255.133744","191703048.586258","198703041.990434","225580351.041606","247823989.192319","226472566.161636","250782250.782251","205678182.659611","278733859.896942","304346173.58089","295591951.333645","220643512.198537","243882338.881776","184127135.036496","237348695.539467","","","440060148.19646","381280685.260629","546144736.285581","448570525.8672","487661379.870399","566513205.71844","607778750.729714","604728693.099359","740644857.613556","718486071.316062","","",
"Syrian Arab Republic","SYR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","666011829.835942","723547836.648693","780744269.735895","919793811.885565","1042683787.85514","1104897081.2508","1047027715.4216","1189133778.98554","1240615679.00573","1613133701.71709","1536117636.03466","1849530967.36648","2050833797.58019","2246982687.72393","3425321413.30815","4457635591.16591","4750426986.84441","5095366709.00091","6286444917.67357","6742917865.3573","8539625071.89837","11188032173.3268","10476513008.8792","11718349102.6036","10901942729.0358","10489563689.8262","8792637554.10722","8607076267.53177","8530358899.72753","7058147227.1255","8458211305.18823","9661791666.66667","9778708666.31912","10062827184.9653","6977300000","7547764471.05788","9775009980.03992","10138794056.4202","10263316323.0769","11160193798.4496","12245359110.3203","12818801942.6553","12850155740.1383","13200528347.8968","16040336633.6634","19025249042.1456","21948504398.827","23873247897.477","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","214356765.694924","228304058.140209","258446416.488605","257156868.5967","278080690.745038","293642669.455469","288383248.007967","279612358.463264","280812189.916974","278717991.298612","283227681.284998","295920201.33062","347722119.127614","395631757.863065","394343182.172234","557655960.5592","590450587.401969","654468758.27242","769909439.621205","","","837235813.759495","780373059.227489","777921250.060877","838115584.847676","1007174356.1253","1037378323.65154","1072108460.03339","1343726199.8289","1288139955.47971","1697349639.56264","1740419766.4077","1751433567.26578","1354304708.31953","1109500694.06833","1316241823.07306","1333196755.60119","1334659654.9348","1574704916.57115","1431141633.79482","1202214053.47341","1491406056.16213","2645711803.87272","2022130151.17164","3115104003.18162","4322357598.8766","5490739599.00943","5823285034.13965","6910418220.82052","6385695792.10579","6979214378.01473","8262767321.28034","8121259062.05567","8850063557.60667","9511420236.03653","8025615781.05992","7606095728.18723","7996878857.83514",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","44128771322.9817","48397260943.7747","47388548769.7371","48286612035.2291","51206231633.4513","55019719580.6","59316932892.2815","63274268802.2316","65076263296.334","69156248380.9326","71917419046.6061","74937916818.8062","86175122265.4435","107074995668.987","122209900544.584","135592644081.084","142483227586.914","159588184357.794","152504811400.954","174162021839.613","207239278527.115","232374604477.282","247464150100.883","249592975542.159","263464724189.978","287218310108.292","282184243210.859","266041026754.474","302192224558.559","340097428644.952","366313550491.346","390673959588.502","423531516615.376","449929542662.877","539373858404.497","674993174850.147","783551534221.546","795776102010.977","708663578116.914","805751734757.937","874183121180.649","918242657773.287","1018776112430.89","1118868312688.73","1247211458785.17","1411903360152.5","1639815927831.94","2009427602407.89","2471847350763.02","2662089487827.05","3156388412580.03","3883129942714.87","4380893650667.22","4832590240724.81","5249101334552.23","5550771935336.59","5766323007671.55","6136579471208.9",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","484786767295.466","565455683777.568","552044651559.052","473737629572.321","515639839541.709","491713731928.209","550771273956.607","571315539586.221","601423156355.103","596375362747.594","514653166948.476","533485304945.361","540348614020.999","614759390291.053","751878277114.521","960616278668.832","1181563693271.09","1390017566631.11","1772587021589.02","2148121654780.02","1811901308610.33","2065952099532.99","2450402086425.26","2573656517584.05","2785219545350.87","2629516719584.24","2045647613560.98","1973553055722.51","2187155852670.24",
"Togo","TGO","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","1851254208000","91875224.7104197","99720055.4744037","113979101.807063","113245305.011036","122276583.494144","140417722.925581","154806754.772035","159265955.52597","170746871.256644","148030328.531048","158215187.584096","195301749.887711","243096478.429641","181654529.388084","376040202.899592","321581215.356319","457498116.85703","341227685.161345","463279378.304789","619084818.411243","614209272.388369","559331956.204126","485742652.191484","512178896.673286","602386563.104462","799062311.095479","920619928.155173","1095524526.92345","1067377090.81551","1157646576.42119","1176980348.2297","1373549727.64551","1037913051.01733","741958858.417445","1004566836.43582","1173396108.78573","1337733206.33221","1370161342.84191","1372342450.88226","1126349762.48507","1180343411.70348","1299490321.78737","1520264183.27726","1812921342.23813","1898330852.61459","1958839675.67946","2320602591.08288","2842131117.92111","2735479162.56783","2848872963.00858","3209377616.65862","2967131421.62287","3246603918.71104","3633813092.24032","3298207032.04585","3643719766.43831","3782959919.22962",
"Thailand","THA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","1856688289.00282","2017817118.10964","2239080459.77011","2394815170.42727","2577548076.92308","2816057692.30769","3204951923.07692","3616875000","3888605769.23077","4158846153.84615","4961057692.30769","5039567307.69231","5654086538.46154","7273077748.93127","9331733341.18606","10367971421.9821","11650187989.2746","13326650359.5571","15488859712.5309","17827992693.0442","21174864722.3145","22750132903.1548","23260377128.7951","26067712749.075","26605455299.2039","24204404449.3702","26456771956.2415","30364657035.7815","34988989440.1417","40096607267.9169","48268785054.0345","54006066591.4221","61042948649.8085","66969936333.9073","76467355864.8111","86841566593.8865","94645479763.4033","79596611434.0189","58742099740.3251","67373597399.8842","68420788895.0384","67369390010.3304","74748475911.3689","84715701730.2806","96605324396.3563","105715251826.823","120749986801.119","138172007810.373","156296194012.602","149491684604.122","177973407562.402","196389312501.435","210534341812.754","219582015231.4","213720066010.259","205119905862.291","206260808467.719","",
"Tajikistan","TJK","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1940486345.2035","1499834603.74225","389521725.79089","209324278.778217","345068704.45317","684581948.224369","534409475.465313","499072381.291126","886869173.319598","768148408.466634","749650821.172278","906163055.39162","981078832.169603","1206310838.17861","1517320316.44504","1876114997.11224","2345743390.7349","3132549019.60784","4519136036.37742","4298983754.55621","4779104818.4517","6335777189.70977","7683833927.85529","8561647286.00814","9125729099.15749","6477276046.14561","5480646272.82821","",
"Turkmenistan","TKM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","1212306586.27496","1449732273.52501","1610886544.5806","1594769820.65855","1413738506.6844","","1040704701.73115","","","","1813570923.02206","1991776506.44484","1856519658.62838","1059640327.14623","1849802450.98039","2039260084.82099","3397569229.22117","4248683927.74433","3775589156.07985","3315891224.01848","4569062804.87805","7188377366.57577","2880850035.08772","1139269649.12281","2278300210.52632","5302031894.73684","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","55855875339.0294","58610422864.4175","69294190597.5847","69705168919.8972","77546246220.3461","81552073314.3265","89456126285.0343","92677647464.0108","100529620029.041","110207420682.624","119637883587.568","134771326802.246","151463546766.856","195684444251.082","251794245841.095","259325016188.269","291484068195.038","320181885948.261","362603133613.975","434474558407.57","521288294793.438","609677808767.785","561832914832.278","476222458065.499","483259667837.871","483564139823.704","490121802707.311","494274990363.229","548177013445.757","568888044062.62","723005898144.645","929697537285.994","904232552439.823","1002058838454.24","1142548831556.68","1207512062296.44","1328012719678.64","1450809724889.43","1456293811593.04","1312561355834.77","1448721892287.15","1420872931377.21","1250727534445.19","1274352018758.02","1430971664025.59","1730109915121.45","1997432808258.3","2354373893089.45","2745272172452.41","2622302803246.1","3202549416314.87","3646722794637.89","3731682118284.25","3883076921358.32","4034450419686.94","3479000319086.16","3382726670278.17","3739166564536.32",
"Timor-Leste","TLS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","321300000","392400000","418600000","412100000","429500000","425100000","389600000","460900000","477500000","542000000","629500000","684700000","796800000","902800000","941100000","945600000","1005000000","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183172527767.74","185022576379.202","207996368626.628","235513868430.733","249845096453.714","263813097468.359","264001127103.561","261953436734.316","271187349497.792","259811074650.836","275993121280.015","307637310682.015","344195010195.663","396534646805.098","490628196832.092","585791573424.768","656014912941.516","725580238964.309","822263068054.581","947921464154.631","926478680023.802","961613966818.139","936125687078.698","940832880084.101","",
"Tonga","TON","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","28899332.3733473","27290480.2639619","29981037.9241517","39430811.4913586","43611781.8019226","49410157.1396037","61174442.6568605","55186124.3533827","65043243.2432432","62039491.0048267","59910608.2827013","71090909.0909091","77459739.5322784","111514996.154832","106180373.460469","106297268.096929","132840505.938609","121544799.940613","127254335.260116","180476064.232692","193859941.773546","204110236.220472","200102730.510487","187363404.825737","177990775.257471","186292355.560979","163334099.734314","177492384.622442","194554179.002505","226996724.837464","266783779.600681","275577480.213052","306749737.853897","358328125","332372105.288392","362056457.048059","390217073.303859","442947961.531654","","","","","",
"South Asia (IDA & IBRD)","TSA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","42032341117.0738","44213029255.1718","46185818974.2041","51090902311.617","59058988981.3775","62873153772.8672","50972994912.4668","56766968674.8606","56649797981.9735","61381501365.2852","66356685211.5052","71590721197.8106","73803504964.1425","82990242573.2212","100854177561.089","98670572058.1688","100229128961.786","118937191100.932","134153766304.372","149149051284.077","185033196320.494","191779736781.49","196536675352.465","208533662594.727","206940668155.798","219770477434.397","231914466025.658","251474278404.041","266356141285.652","261967940022.811","279074206075.845","247164646116.06","259461587418.127","258120562102.069","288824894188.373","317638544756.02","350191266526.935","365145301760.804","367230973989.925","395912191261.125","410632880780.772","423226274583.293","436335014338.719","499757864003.892","556012361657.89","631547255642.287","717284845803.249","893675718053.087","933935429162.228","1007294748685.05","1209702910534.47","1373022579812.6","1393871134818.34","1450718376061","1597328578137.5","1683463450264.39","1808038048161.21","2045474970326.96",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","175128271586.109","165764415287.66","156099430401.798","149460079431.113","138496560457.994","154990724077.473","184269163447.259","193017920950.12","196144467450.24","202676965537.677","208302017409.4","210934696867.83","200719342885.864","192807818529.165","227594634986.938","236006754162.471","245234777286.484","238938946700.117","235863209610.185","238363927270.544","233334218314.241","254133511720.194","320395842934.909","391992013741.011","456033673779.628","507714816600.249","617795942534.653","673161201131.386","694554991438.845","875123963743.896","961964903628.828","998664415190.925","1141359283991.92","1191690105583.6","1146839946191.73","1090617597560.65","",
"Trinidad and Tobago","TTO","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","517904761.904762","548571428.571429","589142857.142857","605523809.52381","653333333.333333","931809523.809524","1064257028.11245","1389436176.90212","1745730550.28463","2049942726.23139","2564255530.69848","2664645522.38806","3152680652.68065","3620615088.89957","4194341943.41943","5380834774.01828","5170514378.2908","5065515490.09649","4838096641.13141","4837023686.9207","4947393648.89155","5658312342.56927","5871847471.94401","6294707391.00023","6277572948.48836","7819545454.54546","8158043478.26087","9567164179.10448","9060874863.00687","9686931593.51522","11344295231.0458","11935894801.7259","12754498598.4266","13429612716.2554","14007671556.23","13014664040.2714","13497323973.0312","14518252795.9485","17267675591.7734","19428663187.4749","19940804686.2957","21219459053.3434","23965272358.358","27532099667.2348","26949640820.5584","27549811373.4805","30209894161.1024","29877217875.6643","31299910198.8059","32710075101.6081","30632339671.6966","29937523277.4674","",
"Turkey","TUR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","7891491985.20345","4500000000","4944444444.44444","5688888888.88889","5988888888.88889","6277777777.77778","7344444444.44444","8022222222.22222","8944444444.44444","9966666666.66667","8878260869.56522","9137225983.7769","11547703180.212","14876325088.3392","21727579521.7922","26312145132.2532","28754749890.9861","33529607821.3532","37744007907.0917","49589728738.2952","42067124332.5706","42079141153.9395","38356105393.3179","38411315683.2567","37837896803.7526","39131925752.3712","40864182888.3189","59519698542.8795","57686364115.724","70293493835.0741","103334496135.918","105921619047.619","110182014492.754","124485372727.273","91427787162.1622","119168181222.707","122084733415.233","129157971691.903","178312562332.183","169423144699.14","183759889635.317","130898521540.47","153457283041.401","205614378706.11","263005311820.414","321223152724.025","344037573678.684","423271340855.016","470927304648.482","399652940645.161","486731760047.911","525881505671.642","545138109131.403","588484568231.957","567616419465.387","519044211397.059","516710862223.105","503263797867.383",
"Tuvalu","TUV","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3525686739.03225","4047885218.56894","3806392906.34014","3566392119.89913","3790931829.29057","4406767187.16644","5396892668.27443","6482480222.50448","7610987206.90772","7869813205.3707","7971916839.96359","7784544638.09646","7772074984.1607","8129775167.82724","8585713960.48304","10997461145.2111","11620426551.6415","13181381575.0635","17472651610.1979","18888240313.8063","20514094719.4956","22183082701.9391","25973965133.2952","30672922036.305","30943563033.2617","27595368754.859","29427601555.0558","",
"Uganda","UGA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","317083857.442348","348064989.51782","345114255.765199","382524109.014675","426783018.867925","687394957.983193","723809523.809524","725210084.033613","776610644.257703","866666666.666667","","","","","","","","","","","","","1935000000","1957333333.33333","2990907915.71509","2778641885.37339","3390208398.59225","5796495189.32731","5967983333.33333","4859156424.33726","4001627587.25989","3053556466.52058","2589064111.42276","2662395810.08734","3214294005.58046","4828375460.26822","4683794388.35254","4554198489.15444","5340535509.64313","4721206334.733","4797169385.97468","4521128626.34707","4785386822.17375","4881721400.60701","6025565243.70253","6637205985.03099","7719867151.95702","9621026175.05926","10467012057.3533","14130019459.459","15401378777.3587","15059347752.3809","17885079687.5806","18190206827.432","20252212326.0748","20828756587.5325","18544091368.7506","19530117103.6582",
"Ukraine","UKR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44538605559.6041","46496679482.6122","41883223517.5852","34011004036.8444","31535642548.9141","25472389663.1291","26580471370.553","25898333554.1624","27188590172.1615","23810165054.8158","18064651295.4376","16985668827.6514","21644608253.7555","24177899598.2428","28277232921.4094","35790374130.4756","47732355064.6867","64268514851.4852","84887128712.8713","80777012169.6537","75573980901.5299","85710469277.6854","107799713841.056","118910274058.316","131001626423.12","94296650878.7132","60294259019.3502","60191614516.6782","73091184587.5037",
